owner,target,kind,member,source,line,evidence
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,304,com.nitrome.throwgame.Controller.rangeCircle._y = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.y + _loc13_.dragOffset;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,305,com.nitrome.throwgame.Controller.rangeCircle._xscale = com.nitrome.throwgame.Controller.rangeCircle._yscale = _loc13_.dragRange;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,305,com.nitrome.throwgame.Controller.rangeCircle._xscale = com.nitrome.throwgame.Controller.rangeCircle._yscale = _loc13_.dragRange;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,307,else if(com.nitrome.throwgame.Controller.rangeCircle._alpha > 0)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,309,com.nitrome.throwgame.Controller.rangeCircle._alpha -= 20;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,312,var _loc12_ = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.weaponType;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,314,if(!com.nitrome.throwgame.Controller.currentTeam.aiControlled)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,316,switch(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.weaponType)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,321,_loc10_ = !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,325,_loc10_ = !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.finished;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.BoxWeapon,cast-or-call,,__Packages/com/nitrome/throwgame/TileSystem.as,326,"if(!com.nitrome.throwgame.BoxWeapon(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon).canPlace(com.nitrome.throwgame.Controller.content._xmouse,com.nitrome.throwgame.Controller.content._ymouse))"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,326,"if(!com.nitrome.throwgame.BoxWeapon(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon).canPlace(com.nitrome.throwgame.Controller.content._xmouse,com.nitrome.throwgame.Controller.content._ymouse))"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,326,"if(!com.nitrome.throwgame.BoxWeapon(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon).canPlace(com.nitrome.throwgame.Controller.content._xmouse,com.nitrome.throwgame.Controller.content._ymouse))"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,326,"if(!com.nitrome.throwgame.BoxWeapon(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon).canPlace(com.nitrome.throwgame.Controller.content._xmouse,com.nitrome.throwgame.Controller.content._ymouse))"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,332,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.finished)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,332,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.finished)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,336,_loc11_ = com.nitrome.throwgame.Controller.content._xmouse >= com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.x ? -90 : 90;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,336,_loc11_ = com.nitrome.throwgame.Controller.content._xmouse >= com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.x ? -90 : 90;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,340,"_loc10_ = !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.mc.hitTest(_level0._xmouse,_level0._ymouse) && !com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTe"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,340,"_loc10_ = !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.mc.hitTest(_level0._xmouse,_level0._ymouse) && !com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTe"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.VoodooDoll,cast-or-call,,__Packages/com/nitrome/throwgame/TileSystem.as,340,"_loc10_ = !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.mc.hitTest(_level0._xmouse,_level0._ymouse) && !com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTe"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,340,"_loc10_ = !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.mc.hitTest(_level0._xmouse,_level0._ymouse) && !com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTe"
com.nitrome.throwgame.TileSystem,com.nitrome.util.CustomCursor,qualified-call,setCursor,__Packages/com/nitrome/throwgame/TileSystem.as,359,com.nitrome.util.CustomCursor.setCursor(_loc12_);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,360,com.nitrome.throwgame.Controller.root.cursor._rotation = _loc11_;
com.nitrome.throwgame.TileSystem,com.nitrome.util.CustomCursor,qualified-call,restoreCursor,__Packages/com/nitrome/throwgame/TileSystem.as,364,com.nitrome.util.CustomCursor.restoreCursor();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,366,var _loc14_ = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon instanceof com.nitrome.throwgame.VoodooDoll;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.VoodooDoll,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,366,var _loc14_ = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon instanceof com.nitrome.throwgame.VoodooDoll;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,375,if((!com.nitrome.throwgame.Controller.currentTeam.selectedCharacter || _loc14_) && !com.nitrome.throwgame.Controller.currentTeam.aiControlled)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,375,if((!com.nitrome.throwgame.Controller.currentTeam.selectedCharacter || _loc14_) && !com.nitrome.throwgame.Controller.currentTeam.aiControlled)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,379,_loc7_ = com.nitrome.throwgame.Controller.teams[2 - com.nitrome.throwgame.Controller.currentTeam.number].characters;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,379,_loc7_ = com.nitrome.throwgame.Controller.teams[2 - com.nitrome.throwgame.Controller.currentTeam.number].characters;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,380,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,382,com.nitrome.throwgame.Controller.hoverCharacter = com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon).targetCharacter;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.VoodooDoll,cast-or-call,,__Packages/com/nitrome/throwgame/TileSystem.as,382,com.nitrome.throwgame.Controller.hoverCharacter = com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon).targetCharacter;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,382,com.nitrome.throwgame.Controller.hoverCharacter = com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon).targetCharacter;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,387,_loc7_ = com.nitrome.throwgame.Controller.currentTeam.characters;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.VoodooDoll,cast-or-call,,__Packages/com/nitrome/throwgame/TileSystem.as,393,_loc9_ = com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon).targetCharacter;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,393,_loc9_ = com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon).targetCharacter;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,399,_loc5_ = _loc2_.x - com.nitrome.throwgame.Controller.content._xmouse;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,400,_loc4_ = _loc2_.y - com.nitrome.throwgame.Controller.content._ymouse;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,409,com.nitrome.throwgame.Controller.hoverCharacter = _loc9_;
com.nitrome.throwgame.TileSystem,com.nitrome.util.CustomCursor,qualified-call,setCursor,__Packages/com/nitrome/throwgame/TileSystem.as,412,"com.nitrome.util.CustomCursor.setCursor(""voodooDoll"");"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,417,com.nitrome.throwgame.Controller.hoverCharacter = null;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,422,if(com.nitrome.throwgame.Controller.dragging)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.TreasureChest,qualified-call,fallingChest,__Packages/com/nitrome/throwgame/TileSystem.as,428,var _loc3_ = com.nitrome.throwgame.TreasureChest.fallingChest();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,429,if(com.nitrome.throwgame.Controller.speechBubble)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,431,"this.panTowards(com.nitrome.throwgame.Controller.speechBubble.x - 275,com.nitrome.throwgame.Controller.speechBubble.y - 200,50);"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,431,"this.panTowards(com.nitrome.throwgame.Controller.speechBubble.x - 275,com.nitrome.throwgame.Controller.speechBubble.y - 200,50);"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,434,if(com.nitrome.throwgame.Controller.popup.show)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,438,if(com.nitrome.throwgame.Controller.currentTeam.aiControlled && !com.nitrome.throwgame.Controller.currentTeam.aiFinished)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,438,if(com.nitrome.throwgame.Controller.currentTeam.aiControlled && !com.nitrome.throwgame.Controller.currentTeam.aiFinished)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,448,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.thrown && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.throwFinished)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,448,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.thrown && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.throwFinished)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,450,_loc5_ = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,455,if(!com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.finished && com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.track)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,455,if(!com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.finished && com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.track)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,457,_loc6_ = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,486,if(com.nitrome.throwgame.Controller.root.weapons._visible)
com.nitrome.throwgame.TileSystem,com.nitrome.util.Global,qualified-call,slide,__Packages/com/nitrome/throwgame/TileSystem.as,491,"this.scrollingX = com.nitrome.util.Global.slide(this.scrollingX,this.scrollDirectionX * 10,1);"
com.nitrome.throwgame.TileSystem,com.nitrome.util.Global,qualified-call,slide,__Packages/com/nitrome/throwgame/TileSystem.as,492,"this.scrollingY = com.nitrome.util.Global.slide(this.scrollingY,this.scrollDirectionY * 10,1);"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,515,if(newY > com.nitrome.throwgame.Controller.water.y - 320)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,517,newY = com.nitrome.throwgame.Controller.water.y - 320;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,597,com.nitrome.throwgame.Controller.content._x = - this.cameraX;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,598,com.nitrome.throwgame.Controller.content._y = - this.cameraY;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,616,if(com.nitrome.throwgame.Controller.speechBubble)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,618,if(com.nitrome.throwgame.Controller.speechBubble.completeTime > 1)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,620,com.nitrome.throwgame.Controller.speechBubble.completeTime = Infinity;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,624,com.nitrome.throwgame.Controller.speechBubble.mc.textField.text = com.nitrome.throwgame.Controller.speechBubble.text;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,624,com.nitrome.throwgame.Controller.speechBubble.mc.textField.text = com.nitrome.throwgame.Controller.speechBubble.text;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,628,"if(com.nitrome.throwgame.Controller.root.weapons._visible && com.nitrome.throwgame.Controller.root.weapons.hitTest(_level0._xmouse,_level0._ymouse))"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,628,"if(com.nitrome.throwgame.Controller.root.weapons._visible && com.nitrome.throwgame.Controller.root.weapons.hitTest(_level0._xmouse,_level0._ymouse))"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,632,"if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.weaponSelected && com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.mcHolder.overlay.cancelWeapon.hitTest(_level0._xmouse,_level0._ymouse))"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,632,"if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.weaponSelected && com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.mcHolder.overlay.cancelWeapon.hitTest(_level0._xmouse,_level0._ymouse))"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,637,if(com.nitrome.throwgame.Controller.currentTeam.aiControlled)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,647,if(!com.nitrome.throwgame.Controller.currentTeam.selectedCharacter)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,652,while(_loc4_ < com.nitrome.throwgame.Controller.currentTeam.characters.length)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,654,_loc3_ = com.nitrome.throwgame.Controller.currentTeam.characters[_loc4_];
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,655,_loc11_ = _loc3_.x - com.nitrome.throwgame.Controller.content._xmouse;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,656,_loc10_ = _loc3_.y - com.nitrome.throwgame.Controller.content._ymouse;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,667,com.nitrome.throwgame.Controller.currentTeam.select(_loc7_);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,673,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon instanceof com.nitrome.throwgame.VoodooDoll && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.mc.hi
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.VoodooDoll,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,673,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon instanceof com.nitrome.throwgame.VoodooDoll && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.mc.hi
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,673,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon instanceof com.nitrome.throwgame.VoodooDoll && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.mc.hi
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,673,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon instanceof com.nitrome.throwgame.VoodooDoll && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired && !com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.mc.hi
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,677,_loc9_ = com.nitrome.throwgame.Controller.teams[2 - com.nitrome.throwgame.Controller.currentTeam.number].characters;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,677,_loc9_ = com.nitrome.throwgame.Controller.teams[2 - com.nitrome.throwgame.Controller.currentTeam.number].characters;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,682,_loc11_ = _loc3_.x - com.nitrome.throwgame.Controller.content._xmouse;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,683,_loc10_ = _loc3_.y - com.nitrome.throwgame.Controller.content._ymouse;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.VoodooDoll,cast-or-call,,__Packages/com/nitrome/throwgame/TileSystem.as,694,_loc12_ = com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,694,_loc12_ = com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,703,if(!com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.weaponSelected)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,708,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,710,_loc8_ = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,711,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.fired)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,715,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.placeableWeapon)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,722,_loc8_ = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,723,if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.thrown)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,727,if(!com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.canThrow)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,736,_loc11_ = _loc8_.x - com.nitrome.throwgame.Controller.content._xmouse;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,737,_loc10_ = _loc8_.y - com.nitrome.throwgame.Controller.content._ymouse;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,742,com.nitrome.throwgame.Controller.twanging = _loc8_;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,746,com.nitrome.throwgame.Controller.dragging = _loc8_;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,755,if(com.nitrome.throwgame.Controller.dragging)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,757,com.nitrome.throwgame.Controller.dragging.release();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,758,com.nitrome.throwgame.Controller.dragging = null;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,760,if(com.nitrome.throwgame.Controller.twanging)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,762,com.nitrome.throwgame.Controller.twanging.twang();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,763,com.nitrome.throwgame.Controller.twanging = null;
com.nitrome.throwgame.TreasureChest,com.nitrome.util.Clip,inheritance,,__Packages/com/nitrome/throwgame/TreasureChest.as,3,class com.nitrome.throwgame.TreasureChest extends com.nitrome.util.Clip
com.nitrome.throwgame.TreasureChest,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TreasureChest.as,18,"super(com.nitrome.throwgame.Controller.objectLayer,""treasureChest"");"
com.nitrome.throwgame.TreasureChest,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TreasureChest.as,39,if(com.nitrome.throwgame.Controller.chests.length >= com.nitrome.throwgame.TreasureChest.maxCount)
com.nitrome.throwgame.TreasureChest,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TreasureChest.as,43,var _loc12_ = Math.floor(Math.random() * com.nitrome.throwgame.Controller.tileSystem.validDropColumns.length);
