symbol_id,tag_type,linkage_names,timeline_frames,bitmap_width,bitmap_height
754,DefineBitsLossless2Tag,,,33,32
755,DefineShapeTag,,,,
756,DefineBitsLossless2Tag,,,33,32
757,DefineShapeTag,,,,
758,DefineSpriteTag,,16,,
759,DefineBitsLossless2Tag,,,25,25
760,DefineShapeTag,,,,
761,DefineBitsLossless2Tag,,,25,25
762,DefineShapeTag,,,,
763,DefineBitsLossless2Tag,,,25,25
764,DefineShapeTag,,,,
765,DefineBitsLossless2Tag,,,25,25
766,DefineShapeTag,,,,
767,DefineSpriteTag,,12,,
768,DefineBitsLossless2Tag,,,28,32
769,DefineShape2Tag,,,,
770,DefineBitsLossless2Tag,,,28,32
771,DefineBitsLossless2Tag,,,28,32
772,DefineShape2Tag,,,,
773,DefineBitsLossless2Tag,,,28,32
774,DefineBitsLossless2Tag,,,28,32
775,DefineShape2Tag,,,,
776,DefineBitsLossless2Tag,,,28,32
777,DefineBitsLossless2Tag,,,28,32
778,DefineShape2Tag,,,,
779,DefineSpriteTag,,12,,
780,DefineSpriteTag,,1,,
781,DefineBitsLossless2Tag,,,244,132
782,DefineShapeTag,,,,
783,DefineSpriteTag,,1,,
784,DefineSpriteTag,,1,,
785,DefineShapeTag,,,,
786,DefineSpriteTag,,1,,
787,DefineSpriteTag,,300,,
788,DefineSpriteTag,,1,,
789,DefineSpriteTag,,120,,
790,DefineShapeTag,,,,
791,DefineSpriteTag,,1,,
792,DefineSpriteTag,,200,,
793,DefineSpriteTag,,1,,
794,DefineSpriteTag,,200,,
795,DefineSpriteTag,,1,,
796,DefineSpriteTag,,200,,
797,DefineShapeTag,,,,
798,DefineSpriteTag,,1,,
799,DefineSpriteTag,back to title (congrats),19,,
800,DefineSpriteTag,,1,,
801,DefineSpriteTag,,774,,
802,DefineSpriteTag,congrats_background_anim,1,,
803,DefineSpriteTag,,1,,
804,DefineSpriteTag,submit_button2,28,,
805,DefineSpriteTag,,1,,
806,DefineSpriteTag,clear_button,19,,
807,DefineShapeTag,,,,
808,DefineSpriteTag,,1,,
809,DefineSpriteTag,letter_button_a,9,,
810,DefineShapeTag,,,,
811,DefineShapeTag,,,,
812,DefineSpriteTag,,1,,
813,DefineSpriteTag,,15,,
814,DefineBitsLossless2Tag,,,99,74
815,DefineShapeTag,,,,
816,DefineShapeTag,,,,
817,DefineButton2Tag,,,,
818,DefineSpriteTag,score_submit_panel,17,,
819,DefineShapeTag,,,,
820,DefineSpriteTag,,1,,
821,DefineSpriteTag,next_arrow_button,19,,
822,DefineSpriteTag,,1,,
823,DefineSpriteTag,arrow_button,19,,
824,DefineSpriteTag,score_line,1,,
825,DefineShape2Tag,,,,
826,DefineSpriteTag,,1,,
827,DefineSpriteTag,,1,,
828,DefineSpriteTag,hiscore_board,45,,
831,DefineBitsLosslessTag,,,114,99
832,DefineShapeTag,,,,
833,DefineShapeTag,,,,
834,DefineButton2Tag,,,,
835,DefineSpriteTag,lock,2,,
836,DefineBitsLossless2Tag,,,20,32
837,DefineShapeTag,,,,
838,DefineBitsLossless2Tag,,,20,32
839,DefineShapeTag,,,,
840,DefineBitsLossless2Tag,,,20,32
841,DefineShapeTag,,,,
842,DefineBitsLossless2Tag,,,20,32
843,DefineShapeTag,,,,
844,DefineSpriteTag,cherryBomb,4,,
845,DefineBitsLossless2Tag,,,35,16
846,DefineShapeTag,,,,
847,DefineSpriteTag,,1,,
848,DefineBitsLossless2Tag,,,46,38
849,DefineShapeTag,,,,
850,DefineSpriteTag,cannon,1,,
851,DefineBitsLossless2Tag,,,20,20
852,DefineShapeTag,,,,
853,DefineSpriteTag,cannonball,1,,
854,DefineBitsLossless2Tag,,,17,17
855,DefineShapeTag,,,,
856,DefineBitsLossless2Tag,,,17,17
857,DefineShapeTag,,,,
858,DefineBitsLossless2Tag,,,17,17
859,DefineShapeTag,,,,
860,DefineBitsLossless2Tag,,,17,17
861,DefineShapeTag,,,,
862,DefineBitsLossless2Tag,,,17,17
863,DefineShapeTag,,,,
864,DefineBitsLossless2Tag,,,17,17
865,DefineShapeTag,,,,
866,DefineSpriteTag,cannonSmokeTrail,19,,
867,DefineBitsLossless2Tag,,,64,64
868,DefineShapeTag,,,,
869,DefineSpriteTag,,1,,
870,DefineBitsLossless2Tag,,,64,64
871,DefineShapeTag,,,,
872,DefineSpriteTag,boulder,1,,
873,DefineBitsLossless2Tag,,,22,27
874,DefineShapeTag,,,,
875,DefineBitsLossless2Tag,,,22,27
876,DefineShapeTag,,,,
877,DefineBitsLossless2Tag,,,22,27
878,DefineShapeTag,,,,
879,DefineBitsLossless2Tag,,,22,27
880,DefineShapeTag,,,,
881,DefineSpriteTag,dynamite,13,,
882,DefineBitsLossless2Tag,,,15,15
883,DefineShapeTag,,,,
884,DefineSpriteTag,piecesOfEight,1,,
885,DefineBitsLossless2Tag,,,19,31
886,DefineShapeTag,,,,
887,DefineBitsLossless2Tag,,,19,31
888,DefineShapeTag,,,,
889,DefineBitsLossless2Tag,,,19,31
890,DefineShapeTag,,,,
891,DefineBitsLossless2Tag,,,19,31
892,DefineShapeTag,,,,
893,DefineBitsLossless2Tag,,,19,31
894,DefineShapeTag,,,,
895,DefineBitsLossless2Tag,,,19,31
896,DefineShapeTag,,,,
897,DefineBitsLossless2Tag,,,19,31
898,DefineShapeTag,,,,
899,DefineBitsLossless2Tag,,,19,31
900,DefineShapeTag,,,,
901,DefineBitsLossless2Tag,,,19,31
902,DefineShapeTag,,,,
903,DefineBitsLossless2Tag,,,19,31
904,DefineShapeTag,,,,
905,DefineSpriteTag,sweepingFlame,11,,
906,DefineBitsLossless2Tag,,,18,48
907,DefineShapeTag,,,,
908,DefineBitsLossless2Tag,,,18,48
909,DefineShapeTag,,,,
910,DefineBitsLossless2Tag,,,18,48
911,DefineShapeTag,,,,
912,DefineBitsLossless2Tag,,,18,48
913,DefineShapeTag,,,,
914,DefineBitsLossless2Tag,,,18,48
915,DefineShapeTag,,,,
916,DefineBitsLossless2Tag,,,18,48
917,DefineShapeTag,,,,
918,DefineSpriteTag,rumBottle,12,,
919,DefineBitsLossless2Tag,,,27,15
920,DefineShapeTag,,,,
921,DefineSpriteTag,banana,1,,
922,DefineBitsLossless2Tag,,,24,38
923,DefineShapeTag,,,,
924,DefineBitsLossless2Tag,,,24,38
925,DefineShapeTag,,,,
926,DefineBitsLossless2Tag,,,24,38
927,DefineShapeTag,,,,
928,DefineBitsLossless2Tag,,,24,38
929,DefineShapeTag,,,,
930,DefineSpriteTag,,4,,
931,DefineBitsLossless2Tag,,,34,39
932,DefineShapeTag,,,,
933,DefineSpriteTag,,1,,
934,DefineSpriteTag,,1,,
935,DefineBitsLossless2Tag,,,34,39
936,DefineShapeTag,,,,
937,DefineBitsLossless2Tag,,,34,39
938,DefineShapeTag,,,,
939,DefineSpriteTag,parachuteBomb,30,,
940,DefineBitsLossless2Tag,,,32,32
941,DefineShapeTag,,,,
942,DefineBitsLossless2Tag,,,54,45
943,DefineShapeTag,,,,
944,DefineBitsLossless2Tag,,,62,64
945,DefineShapeTag,,,,
946,DefineBitsLossless2Tag,,,62,64
947,DefineShapeTag,,,,
948,DefineBitsLossless2Tag,,,62,64
949,DefineShapeTag,,,,
950,DefineBitsLossless2Tag,,,62,64
951,DefineShapeTag,,,,
952,DefineBitsLossless2Tag,,,62,64
953,DefineShapeTag,,,,
954,DefineBitsLossless2Tag,,,62,64
955,DefineShapeTag,,,,
956,DefineBitsLossless2Tag,,,62,64
957,DefineShapeTag,,,,
958,DefineSpriteTag,,8,,
959,DefineBitsLossless2Tag,,,54,45
960,DefineShapeTag,,,,
961,DefineBitsLossless2Tag,,,54,45
962,DefineShapeTag,,,,
963,DefineBitsLossless2Tag,,,54,45
964,DefineShapeTag,,,,
965,DefineSpriteTag,woodenCrate,18,,
966,DefineBitsLossless2Tag,,,33,32
967,DefineShapeTag,,,,
968,DefineSpriteTag,gunpowderBarrel,12,,
969,DefineBitsLossless2Tag,,,13,20
970,DefineShapeTag,,,,
971,DefineSpriteTag,seagullFire,1,,
972,DefineBitsLossless2Tag,,,26,20
973,DefineShapeTag,,,,
974,DefineBitsLossless2Tag,,,26,20
975,DefineShapeTag,,,,
976,DefineBitsLossless2Tag,,,26,20
977,DefineShapeTag,,,,
978,DefineBitsLossless2Tag,,,26,20
979,DefineShapeTag,,,,
980,DefineBitsLossless2Tag,,,25,18
981,DefineShapeTag,,,,
982,DefineSpriteTag,seagull,14,,
983,DefineBitsLossless2Tag,,,98,98
984,DefineShapeTag,,,,
985,DefineSpriteTag,,1,,
986,DefineBitsLossless2Tag,,,27,13
987,DefineShapeTag,,,,
988,DefineBitsLossless2Tag,,,27,13
989,DefineShapeTag,,,,
990,DefineBitsLossless2Tag,,,27,13
991,DefineShapeTag,,,,
992,DefineBitsLossless2Tag,,,27,13
993,DefineShapeTag,,,,
994,DefineBitsLossless2Tag,,,27,13
995,DefineShapeTag,,,,
996,DefineBitsLossless2Tag,,,27,13
997,DefineShapeTag,,,,
998,DefineBitsLossless2Tag,,,27,13
999,DefineShapeTag,,,,
1000,DefineBitsLossless2Tag,,,27,13
1001,DefineShapeTag,,,,
1002,DefineSpriteTag,,18,,
1003,DefineSpriteTag,anchor,12,,
1004,DefineBitsLossless2Tag,,,38,35
1005,DefineShapeTag,,,,
1006,DefineBitsLossless2Tag,,,38,35
1007,DefineShapeTag,,,,
1008,DefineBitsLossless2Tag,,,38,35
1009,DefineShapeTag,,,,
1010,DefineBitsLossless2Tag,,,38,35
1011,DefineShapeTag,,,,
1012,DefineBitsLossless2Tag,,,38,35
1013,DefineShapeTag,,,,
1014,DefineBitsLossless2Tag,,,38,35
1015,DefineShapeTag,,,,
1016,DefineBitsLossless2Tag,,,38,35
1017,DefineShapeTag,,,,
1018,DefineBitsLossless2Tag,,,38,35
1019,DefineShapeTag,,,,
1020,DefineBitsLossless2Tag,,,38,35
1021,DefineShapeTag,,,,
1022,DefineBitsLossless2Tag,,,38,35
1023,DefineShapeTag,,,,
1024,DefineSpriteTag,mine,30,,
1025,DefineBitsLossless2Tag,,,19,26
1026,DefineShapeTag,,,,
1027,DefineSpriteTag,voodooDoll,1,,
1028,DefineBitsLossless2Tag,,,499,345
1029,DefineShapeTag,,,,
1030,DefineBitsLossless2Tag,,,499,345
1031,DefineShapeTag,,,,
1032,DefineBitsLossless2Tag,,,499,345
1033,DefineShapeTag,,,,
1034,DefineBitsLossless2Tag,,,499,345
1035,DefineShapeTag,,,,
1036,DefineBitsLossless2Tag,,,499,345
1037,DefineShapeTag,,,,
1038,DefineBitsLossless2Tag,,,475,352
1039,DefineShapeTag,,,,
1040,DefineBitsLossless2Tag,,,475,352
1041,DefineShapeTag,,,,
1042,DefineBitsLossless2Tag,,,475,352
1043,DefineShapeTag,,,,
1044,DefineBitsLossless2Tag,,,475,352
1045,DefineShapeTag,,,,
1046,DefineBitsLossless2Tag,,,475,352
1047,DefineShapeTag,,,,
1048,DefineBitsLossless2Tag,,,475,352
1049,DefineShapeTag,,,,
1050,DefineBitsLossless2Tag,,,475,352
1051,DefineShapeTag,,,,
1052,DefineBitsLossless2Tag,,,475,352
1053,DefineShapeTag,,,,
1054,DefineBitsLossless2Tag,,,475,352
1055,DefineShapeTag,,,,
1056,DefineBitsLossless2Tag,,,475,352
1057,DefineShapeTag,,,,
1058,DefineSpriteTag,tidalWave,27,,
1059,DefineBitsLossless2Tag,,,13,7
1060,DefineShapeTag,,,,
1061,DefineSpriteTag,bone,1,,
1062,DefineBitsLossless2Tag,,,18,14
1063,DefineShapeTag,,,,
1064,DefineSpriteTag,skull,1,,
1065,DefineSpriteTag,deadCharacter,24,,
1066,DefineShape3Tag,,,,
1067,DefineBitsLossless2Tag,,,25,25
1068,DefineShapeTag,,,,
1069,DefineBitsLossless2Tag,,,25,25
1070,DefineShapeTag,,,,
1071,DefineBitsLossless2Tag,,,25,25
1072,DefineShapeTag,,,,
1073,DefineBitsLossless2Tag,,,25,25
1074,DefineShapeTag,,,,
1075,DefineBitsLossless2Tag,,,26,23
1076,DefineShapeTag,,,,
1077,DefineSpriteTag,bluePirate,35,,
1078,DefineBitsLossless2Tag,,,22,25
1079,DefineShapeTag,,,,
1080,DefineBitsLossless2Tag,,,22,25
1081,DefineShapeTag,,,,
1082,DefineBitsLossless2Tag,,,22,25
1083,DefineShapeTag,,,,
1084,DefineBitsLossless2Tag,,,20,23
1085,DefineShapeTag,,,,
1086,DefineSpriteTag,tribe,35,,
1087,DefineBitsLossless2Tag,,,25,24
1088,DefineShapeTag,,,,
1089,DefineBitsLossless2Tag,,,25,24
1090,DefineShapeTag,,,,
1091,DefineBitsLossless2Tag,,,25,24
1092,DefineShapeTag,,,,
1093,DefineBitsLossless2Tag,,,25,24
1094,DefineShapeTag,,,,
1095,DefineBitsLossless2Tag,,,26,22
1096,DefineShapeTag,,,,
1097,DefineSpriteTag,cabinBoy,35,,
1098,DefineBitsLossless2Tag,,,36,26
1099,DefineShapeTag,,,,
1100,DefineBitsLossless2Tag,,,36,26
1101,DefineShapeTag,,,,
1102,DefineBitsLossless2Tag,,,36,26
1103,DefineShapeTag,,,,
1104,DefineBitsLossless2Tag,,,34,23
1105,DefineShapeTag,,,,
1106,DefineSpriteTag,oldPirate,35,,
1107,DefineBitsLossless2Tag,,,26,25
1108,DefineShapeTag,,,,
1109,DefineBitsLossless2Tag,,,26,25
1110,DefineShapeTag,,,,
1111,DefineBitsLossless2Tag,,,26,25
1112,DefineShapeTag,,,,
1113,DefineBitsLossless2Tag,,,26,25
1114,DefineShapeTag,,,,
1115,DefineBitsLossless2Tag,,,25,23
1116,DefineShapeTag,,,,
1117,DefineSpriteTag,rainbowBeard,35,,
1118,DefineBitsLossless2Tag,,,28,26
1119,DefineShapeTag,,,,
1120,DefineBitsLossless2Tag,,,28,26
1121,DefineShapeTag,,,,
1122,DefineBitsLossless2Tag,,,28,26
1123,DefineShapeTag,,,,
1124,DefineBitsLossless2Tag,,,28,24
1125,DefineShapeTag,,,,
1126,DefineSpriteTag,femalePirate,35,,
1127,DefineBitsLossless2Tag,,,28,25
1128,DefineShapeTag,,,,
1129,DefineBitsLossless2Tag,,,28,25
1130,DefineShapeTag,,,,
1131,DefineBitsLossless2Tag,,,28,25
1132,DefineShapeTag,,,,
1133,DefineBitsLossless2Tag,,,28,25
1134,DefineShapeTag,,,,
1135,DefineBitsLossless2Tag,,,29,23
1136,DefineShapeTag,,,,
1137,DefineSpriteTag,blindPirate,35,,
1138,DefineBitsLossless2Tag,,,22,42
1139,DefineShapeTag,,,,
1140,DefineBitsLossless2Tag,,,22,42
1141,DefineShapeTag,,,,
1142,DefineBitsLossless2Tag,,,22,42
1143,DefineShapeTag,,,,
1144,DefineBitsLossless2Tag,,,22,42
1145,DefineShapeTag,,,,
1146,DefineBitsLossless2Tag,,,20,40
1147,DefineShapeTag,,,,
1148,DefineSpriteTag,soldier,35,,
1149,DefineBitsLossless2Tag,,,39,56
1150,DefineShapeTag,,,,
1151,DefineBitsLossless2Tag,,,39,56
1152,DefineShapeTag,,,,
1153,DefineBitsLossless2Tag,,,39,56
1154,DefineShapeTag,,,,
1155,DefineBitsLossless2Tag,,,40,58
1156,DefineShapeTag,,,,
1157,DefineSpriteTag,bossGuy,35,,
1158,DefineBitsLossless2Tag,,,39,56
1159,DefineShapeTag,,,,
1160,DefineBitsLossless2Tag,,,39,56
1161,DefineShapeTag,,,,
1162,DefineBitsLossless2Tag,,,39,56
1163,DefineShapeTag,,,,
1164,DefineBitsLossless2Tag,,,40,58
1165,DefineShapeTag,,,,
1166,DefineSpriteTag,bossGuyZombie,35,,
1167,DefineBitsLossless2Tag,,,34,32
1168,DefineShapeTag,,,,
1169,DefineBitsLossless2Tag,,,34,32
1170,DefineShapeTag,,,,
1171,DefineBitsLossless2Tag,,,34,32
1172,DefineShapeTag,,,,
1173,DefineBitsLossless2Tag,,,32,30
1174,DefineShapeTag,,,,
1175,DefineSpriteTag,soldierCaptain,35,,
1176,DefineBitsLossless2Tag,,,28,30
1177,DefineShapeTag,,,,
1178,DefineBitsLossless2Tag,,,28,30
1179,DefineShapeTag,,,,
1180,DefineBitsLossless2Tag,,,28,30
1181,DefineShapeTag,,,,
1182,DefineBitsLossless2Tag,,,28,30
1183,DefineShapeTag,,,,
1184,DefineBitsLossless2Tag,,,28,29
1185,DefineShapeTag,,,,
1186,DefineSpriteTag,blindPirateCaptain,35,,
1187,DefineBitsLossless2Tag,,,30,28
1188,DefineShapeTag,,,,
1189,DefineBitsLossless2Tag,,,30,28
1190,DefineShapeTag,,,,
1191,DefineBitsLossless2Tag,,,30,28
1192,DefineShapeTag,,,,
1193,DefineBitsLossless2Tag,,,30,28
1194,DefineShapeTag,,,,
1195,DefineBitsLossless2Tag,,,31,27
1196,DefineShapeTag,,,,
1197,DefineSpriteTag,femalePirateCaptain,35,,
1198,DefineBitsLossless2Tag,,,36,35
1199,DefineShapeTag,,,,
1200,DefineBitsLossless2Tag,,,36,35
1201,DefineShapeTag,,,,
1202,DefineBitsLossless2Tag,,,36,35
1203,DefineShapeTag,,,,
1204,DefineBitsLossless2Tag,,,34,33
1205,DefineShapeTag,,,,
1206,DefineSpriteTag,rainbowBeardCaptain,35,,
1207,DefineBitsLossless2Tag,,,36,30
1208,DefineShapeTag,,,,
1209,DefineBitsLossless2Tag,,,36,30
1210,DefineShapeTag,,,,
1211,DefineBitsLossless2Tag,,,36,30
1212,DefineShapeTag,,,,
1213,DefineBitsLossless2Tag,,,36,30
1214,DefineShapeTag,,,,
1215,DefineBitsLossless2Tag,,,34,29
1216,DefineShapeTag,,,,
1217,DefineSpriteTag,oldPirateCaptain,35,,
1218,DefineBitsLossless2Tag,,,22,29
1219,DefineShapeTag,,,,
1220,DefineBitsLossless2Tag,,,22,29
1221,DefineShapeTag,,,,
1222,DefineBitsLossless2Tag,,,22,29
1223,DefineShapeTag,,,,
1224,DefineBitsLossless2Tag,,,22,29
1225,DefineShapeTag,,,,
1226,DefineBitsLossless2Tag,,,20,26
1227,DefineShapeTag,,,,
1228,DefineSpriteTag,cabinBoyCaptain,35,,
1229,DefineBitsLossless2Tag,,,27,35
1230,DefineShapeTag,,,,
1231,DefineBitsLossless2Tag,,,27,35
1232,DefineShapeTag,,,,
1233,DefineBitsLossless2Tag,,,27,35
1234,DefineShapeTag,,,,
1235,DefineBitsLossless2Tag,,,28,32
1236,DefineShapeTag,,,,
1237,DefineSpriteTag,tribeChief,35,,
1238,DefineBitsLossless2Tag,,,26,25
1239,DefineShapeTag,,,,
1240,DefineBitsLossless2Tag,,,26,25
1241,DefineShapeTag,,,,
1242,DefineBitsLossless2Tag,,,26,25
1243,DefineShapeTag,,,,
1244,DefineBitsLossless2Tag,,,26,25
1245,DefineShapeTag,,,,
1246,DefineBitsLossless2Tag,,,26,23
1247,DefineShapeTag,,,,
1248,DefineSpriteTag,skeletonPirate,35,,
1249,DefineBitsLossless2Tag,,,29,31
1250,DefineShapeTag,,,,
1251,DefineBitsLossless2Tag,,,29,31
1252,DefineShapeTag,,,,
1253,DefineBitsLossless2Tag,,,29,31
1254,DefineShapeTag,,,,
1255,DefineBitsLossless2Tag,,,29,31
1256,DefineShapeTag,,,,
1257,DefineBitsLossless2Tag,,,30,29
1258,DefineShapeTag,,,,
1259,DefineSpriteTag,skeletonPirateCaptain,35,,
1260,DefineBitsLossless2Tag,,,29,24
1261,DefineShapeTag,,,,
1262,DefineBitsLossless2Tag,,,29,24
1263,DefineShapeTag,,,,
1264,DefineBitsLossless2Tag,,,29,24
1265,DefineShapeTag,,,,
1266,DefineBitsLossless2Tag,,,29,24
1267,DefineShapeTag,,,,
1268,DefineBitsLossless2Tag,,,26,22
1269,DefineShapeTag,,,,
1270,DefineSpriteTag,monkey,35,,
1271,DefineBitsLossless2Tag,,,40,23
1272,DefineShapeTag,,,,
1273,DefineBitsLossless2Tag,,,40,23
1274,DefineShapeTag,,,,
1275,DefineBitsLossless2Tag,,,40,23
1276,DefineShapeTag,,,,
1277,DefineBitsLossless2Tag,,,40,23
1278,DefineShapeTag,,,,
1279,DefineBitsLossless2Tag,,,38,22
1280,DefineShapeTag,,,,
1281,DefineSpriteTag,crab,35,,
1282,DefineBitsLossless2Tag,,,30,25
1283,DefineShapeTag,,,,
1284,DefineBitsLossless2Tag,,,30,25
1285,DefineShapeTag,,,,
1286,DefineBitsLossless2Tag,,,30,25
1287,DefineShapeTag,,,,
1288,DefineBitsLossless2Tag,,,32,24
1289,DefineShapeTag,,,,
1290,DefineSpriteTag,shark,35,,
1291,DefineBitsLossless2Tag,,,22,35
1292,DefineShapeTag,,,,
1293,DefineBitsLossless2Tag,,,22,35
1294,DefineShapeTag,,,,
1295,DefineBitsLossless2Tag,,,22,35
1296,DefineShapeTag,,,,
1297,DefineBitsLossless2Tag,,,20,32
1298,DefineShapeTag,,,,
1299,DefineSpriteTag,squid,35,,
1300,DefineBitsLossless2Tag,,,24,24
1301,DefineShapeTag,,,,
1302,DefineBitsLossless2Tag,,,24,24
1303,DefineShapeTag,,,,
1304,DefineBitsLossless2Tag,,,24,24
1305,DefineShapeTag,,,,
1306,DefineBitsLossless2Tag,,,24,24
1307,DefineShapeTag,,,,
1308,DefineBitsLossless2Tag,,,22,22
1309,DefineShapeTag,,,,
1310,DefineSpriteTag,parrot,35,,
1311,DefineBitsLossless2Tag,,,28,32
1312,DefineShapeTag,,,,
1313,DefineBitsLossless2Tag,,,28,32
1314,DefineShapeTag,,,,
1315,DefineBitsLossless2Tag,,,28,32
1316,DefineShapeTag,,,,
1317,DefineBitsLossless2Tag,,,28,32
1318,DefineShapeTag,,,,
1319,DefineBitsLossless2Tag,,,28,29
1320,DefineShapeTag,,,,
1321,DefineSpriteTag,bluePirateCaptain,35,,
1322,DefineBitsLossless2Tag,,,26,23
1323,DefineShapeTag,,,,
1324,DefineSpriteTag,redPirate,35,,
1325,DefineShapeTag,,,,
1326,DefineShapeTag,,,,
1327,DefineShapeTag,,,,
1328,DefineShapeTag,,,,
1329,DefineBitsLossless2Tag,,,28,29
1330,DefineShapeTag,,,,
1331,DefineSpriteTag,redPirateCaptain,35,,
1332,DefineBitsLosslessTag,,,32,32
1333,DefineShapeTag,,,,
1334,DefineSpriteTag,middle_left,1,,
1335,DefineBitsLosslessTag,,,32,32
1336,DefineShapeTag,,,,
1337,DefineSpriteTag,middle_right,1,,
1338,DefineBitsLossless2Tag,,,34,32
1339,DefineShapeTag,,,,
1340,DefineSpriteTag,top_right,1,,
1341,DefineBitsLosslessTag,,,32,32
1342,DefineShapeTag,,,,
1343,DefineSpriteTag,top_middle,1,,
1344,DefineBitsLossless2Tag,,,34,32
1345,DefineShapeTag,,,,
1346,DefineSpriteTag,top_left,1,,
1347,DefineBitsLossless2Tag,,,32,32
1348,DefineShapeTag,,,,
1349,DefineSpriteTag,bottom_right,1,,
1350,DefineBitsLossless2Tag,,,32,32
1351,DefineShapeTag,,,,
1352,DefineSpriteTag,bottom_middle,1,,
1353,DefineBitsLossless2Tag,,,32,32
1354,DefineShapeTag,,,,
1355,DefineSpriteTag,bottom_left,1,,
1356,DefineBitsLosslessTag,,,32,32
1357,DefineShapeTag,,,,
1358,DefineSpriteTag,tile1,1,,
1359,DefineBitsLossless2Tag,,,32,32
1360,DefineShapeTag,,,,
1361,DefineSpriteTag,earth_bottom_middle_3,1,,
1362,DefineBitsLossless2Tag,,,32,32
1363,DefineShapeTag,,,,
1364,DefineSpriteTag,earth_bottom_middle_2,1,,
1365,DefineBitsLossless2Tag,,,32,32
1366,DefineShapeTag,,,,
1367,DefineSpriteTag,earth_bottom_single,1,,
1368,DefineBitsLossless2Tag,,,27,26
1369,DefineShapeTag,,,,
1370,DefineSpriteTag,cave_outside_corner_bottom_left,1,,
1371,DefineBitsLosslessTag,,,32,32
1372,DefineShapeTag,,,,
1373,DefineSpriteTag,cave_middle_3,1,,
1374,DefineBitsLosslessTag,,,32,32
1375,DefineShapeTag,,,,
1376,DefineSpriteTag,cave_middle_2,1,,
1377,DefineBitsLosslessTag,,,32,32
1378,DefineShapeTag,,,,
1379,DefineSpriteTag,cave_middle_1,1,,
1380,DefineBitsLossless2Tag,,,28,26
1381,DefineShapeTag,,,,
1382,DefineSpriteTag,cave_outside_corner_bottom_right,1,,
1383,DefineBitsLossless2Tag,,,27,26
1384,DefineShapeTag,,,,
1385,DefineSpriteTag,cave_outside_corner_top_right,1,,
1386,DefineBitsLossless2Tag,,,32,32
1387,DefineShapeTag,,,,
1388,DefineSpriteTag,shell_sand_top_single,1,,
1389,DefineBitsLossless2Tag,,,32,32
1390,DefineShapeTag,,,,
1391,DefineSpriteTag,sand_top_single,1,,
1392,DefineBitsLossless2Tag,,,36,32
1393,DefineShapeTag,,,,
1394,DefineSpriteTag,grass_top_single,1,,
1395,DefineBitsLosslessTag,,,32,32
1396,DefineShapeTag,,,,
1397,DefineSpriteTag,sand_overlap_both,1,,
1398,DefineBitsLosslessTag,,,32,32
1399,DefineShapeTag,,,,
1400,DefineSpriteTag,grass_overlap_both,1,,
1401,DefineBitsLosslessTag,,,32,32
1402,DefineShapeTag,,,,
1403,DefineSpriteTag,grass_overlap_left,1,,
1404,DefineBitsLosslessTag,,,32,32
1405,DefineShapeTag,,,,
1406,DefineSpriteTag,grass_overlap_right,1,,
1407,DefineBitsLosslessTag,,,32,32
1408,DefineShapeTag,,,,
1409,DefineSpriteTag,sand_overlap_left,1,,
1410,DefineBitsLosslessTag,,,32,32
1411,DefineShapeTag,,,,
